"tid","s1","s2","s3","s4","s5","thematicheading"
"606","AG","01","b",,,"Consistency of food"
"607","AG","01","c",,,"Diet"
"608","AG","01","d",,,"Animals for food"
"609","AG","01","d","01",,"Preserved meat"
"610","AG","01","d","02",,"Part/joint of animal"
"611","AG","01","d","03",,"Beef"
"612","AG","01","d","04",,"Mutton"
"613","AG","01","d","05",,"Pork"
"614","AG","01","d","06",,"Fowls"
"615","AG","01","d","07",,"Seafood"
"616","AG","01","e",,,"Dairy produce"
"617","AG","01","e","01",,"Butter"
"618","AG","01","e","02",,"Cheese"
"619","AG","01","f",,,"Fat/oil"
"620","AG","01","g",,,"Eggs"
"621","AG","01","h",,,"Fruit and vegetables"
"622","AG","01","h","01",,"Fruit/a fruit"
"623","AG","01","h","01","a","Citrus fruit"
"624","AG","01","h","01","b","Berry"
"625","AG","01","h","01","c","Apple"
"626","AG","01","h","01","d","Pear"
"627","AG","01","h","01","e","Fruit containing stone"
"628","AG","01","h","01","f","Nut"
"629","AG","01","h","02",,"Vegetables"
"630","AG","01","h","02","a","Root vegetable"
"631","AG","01","h","02","b","Stalk vegetables"
"632","AG","01","h","02","c","Leaf vegetables"
"633","AG","01","h","02","d","Cabbage/kale"
"634","AG","01","h","02","e","Onion/leek/garlic"
"635","AG","01","h","02","f","Fruits as vegetables"
"636","AG","01","h","02","g","Pulse"
"637","AG","01","h","02","h","Fungi"
"638","AG","01","h","02","i","Herb"
"639","AG","01","i",,,"Corn/cereals/grain"
"640","AG","01","j",,,"Meal"
"641","AG","01","k",,,"Flour"
"642","AG","01","l",,,"Additive"
"643","AG","01","l","01",,"Salt"
"644","AG","01","l","02",,"Sweetener (syrup/honey/chocolate)"
"645","AG","01","l","03",,"Spice"
"646","AG","01","l","04",,"Sauce/dressing"
"647","AG","01","m",,,"Substances for food preparation"
"648","AG","01","n",,,"Dishes and prepared food"
"649","AG","01","n","01",,"Food by way of preparation"
"650","AG","01","n","02",,"Soup/pottage"
"651","AG","01","n","03",,"Puddings"
"652","AG","01","n","04",,"Jelly"
"653","AG","01","n","05",,"Sausage"
"654","AG","01","n","06",,"Meat dishes"
"655","AG","01","n","07",,"Fish dishes"
"656","AG","01","n","08",,"Prepared fruit and dishes"
"657","AG","01","n","09",,"Prepared vegetables and dishes"
"658","AG","01","n","10",,"Grain dishes"
"659","AG","01","n","11",,"Bread"
"660","AG","01","n","12",,"Pancake/tortilla/oatcake"
"661","AG","01","n","13",,"Cake"
"662","AG","01","n","14",,"Biscuit"
"663","AG","01","n","15",,"Pastry"
"664","AG","01","n","16",,"Egg dishes"
"665","AG","01","n","17",,"Confections/sweetmeats"
"666","AG","01","n","17","a","Sweets"
"667","AG","01","n","17","b","Ices"
"668","AG","01","n","18",,"Preserve"
"669","AG","01","o",,,"Animal food"
"670","AG","01","p",,,"Amounts of food"
"671","AG","01","q",,,"Supply of food/provisions"
"672","AG","01","r",,,"Meal"
"673","AG","01","r","01",,"Meal-time"
"674","AG","01","r","02",,"Course"
"675","AG","01","r","03",,"Feast"
"676","AG","01","r","04",,"Picnic/packed meal"
"677","AG","01","s",,,"Providing/receiving food"
"678","AG","01","s","01",,"Feeding animals"
"679","AG","01","t",,,"Food manufacture and preparation"
"680","AG","01","t","01",,"Preparation of grain"
"681","AG","01","t","02",,"Preparation of dairy produce"
"682","AG","01","t","03",,"Sugar manufacture"
"683","AG","01","t","04",,"Salt manufacture"
"684","AG","01","t","05",,"Preparation for table/cooking"
"685","AG","01","t","06",,"Preserving/pickling"
"686","AG","01","t","07",,"Cooking"
"687","AG","01","t","08",,"Equipment for food preparation"
"688","AG","01","u",,,"Container for food, place for storing food"
"689","AG","01","v",,,"Serving food"
"690","AG","01","w",,,"Setting table"
"691","AG","01","x",,,"Consumption of food/drink"
"692","AG","01","x","01",,"Eating"
"693","AG","01","x","01","a","Eating place"
"694","AG","01","x","02",,"Appetite"
"695","AG","01","x","02","a","Hunger"
"696","AG","01","x","02","b","Excessive consumption of food/drink"
"697","AG","01","x","02","c","Fasting"
"698","AG","01","y",,,"Drink"
"699","AG","01","y","01",,"Intoxicating liquor"
"700","AG","01","y","01","a","Wine"
"701","AG","01","y","01","b","Ale/beer"
"702","AG","01","y","01","c","Cider"
"703","AG","01","y","01","d","Whisky"
"704","AG","01","y","01","e","Brandy"
"705","AG","01","y","01","f","Gin"
"706","AG","01","y","01","g","Cocktail"
"707","AG","01","z",,,"Water"
"708","AG","01","aa",,,"Aerated/carbonated drink"
"709","AG","01","ab",,,"Fruit juice/squash"
"710","AG","01","ac",,,"Tea"
"711","AG","01","ad",,,"Coffee"
"712","AG","01","ae",,,"Manufacture of alcoholic drink"
"713","AG","01","ae","01",,"Wine-making"
"714","AG","01","ae","02",,"Malting"
"715","AG","01","ae","03",,"Brewing"
"716","AG","01","ae","04",,"Distilling"
"717","AG","01","af",,,"Tea manufacture"
"718","AG","01","ag",,,"Coffee manufacture"
"719","AG","01","ah",,,"Preparation of drinks"
"720","AG","01","ai",,,"Providing/serving drink"
"721","AG","01","aj",,,"Containers for drink"
"722","AG","01","aj","01",,"Drinking vessel"
"723","AG","01","ak",,,"Drinking"
"724","AG","01","ak","01",,"Drinking place"
"725","AG","01","ak","02",,"Thirst"
"726","AG","01","ak","02","a","Excess in drinking"
"727","AG","01","ak","02","b","Moderation in drinking"
"728","AG","01","ak","02","c","Abstention from drinking"
"729","AG","02",,,,"Production of food, farming"
"730","AG","02","a",,,"Farmer"
"731","AG","02","b",,,"Farm"
"732","AG","02","b","01",,"Farmstead"
"733","AG","02","b","02",,"Farmland"
"734","AG","02","c",,,"Cultivation/tillage"
"735","AG","02","c","01",,"Fertilizing/manuring"
"736","AG","02","c","02",,"Ploughing"
"737","AG","02","c","03",,"Sowing"
"738","AG","02","c","04",,"Planting"
"739","AG","02","c","05",,"Cultivation of plants/crops"
"740","AG","02","c","05","a","Crop/crops"
"741","AG","02","c","05","b","Harvesting"
"742","AG","02","c","05","c","Storage/preservation of crops"
"743","AG","02","d",,,"Tools and implements"
"744","AG","02","e",,,"Gardening"
"745","AG","02","e","01",,"Garden"
"746","AG","02","e","02",,"Propagation of plants"
"747","AG","02","e","03",,"Equipment and buildings"
"748","AG","02","f",,,"Forestry/arboriculture"
"749","AG","02","g",,,"Animal husbandry"
"750","AG","02","g","01",,"Herding/pasturing/confining"
"751","AG","02","g","02",,"Animal enclosure/house general"
"752","AG","02","g","03",,"Keeping of cattle"
"753","AG","02","g","04",,"Dairy farming"
"754","AG","02","g","05",,"Sheep-farming"
"755","AG","02","g","06",,"Keeping of pigs"
"756","AG","02","g","07",,"Keeping/management of horses"
"757","AG","02","g","07","a","Shoeing of horses"
"758","AG","02","g","07","b","Horse-gear"
"759","AG","02","g","08",,"Keeping birds"
"760","AG","02","g","08","a","Poultry-keeping"
"761","AG","02","g","09",,"Fish-keeping/-farming/-breeding"
"762","AG","02","g","10",,"Bee-keeping"
"763","AG","02","g","11",,"Keeping dogs/cats"
"764","AG","02","g","12",,"Zoo"
"765","AG","03",,,,"Acquisition of animals for food, hunting"
"766","AG","03","a",,,"Hunting with hounds"
"767","AG","03","b",,,"Hunting specific animals"
"768","AG","03","c",,,"Hunter"
"769","AG","03","d",,,"Thing hunted/game"
"770","AG","03","e",,,"Equipment for hunting"
"771","AG","03","f",,,"Shooting"
"772","AG","03","g",,,"Fowling"
"773","AG","03","h",,,"Hawking"
"774","AG","03","i",,,"Fishing"
"775","AG","03","i","01",,"Fisher"
"776","AG","03","i","02",,"Fishing-tackle"
"777","AG","03","j",,,"Whaling"
"778","AH",,,,,"Textiles and clothing"
"779","AH","01",,,,"Textiles"
"780","AH","01","a",,,"Cotton"
"781","AH","01","b",,,"Flax/hemp/jute"
"782","AH","01","c",,,"Silk"
"783","AH","01","d",,,"Wool"
"784","AH","01","e",,,"Man-made textiles"
"785","AH","01","f",,,"Treated/processed textiles"
"786","AH","01","g",,,"Thread/yarn"
"787","AH","01","h",,,"Textile fabric/an article of textile fabric"
"788","AH","01","h","01",,"Textile fabric manufactured in specific way"
"789","AH","01","h","02",,"Textile fabric for specific purpose"
"790","AH","01","h","03",,"Textile fabric made from specific material"
"791","AH","01","h","03","a","Cotton"
"792","AH","01","h","03","b","Made from flax/hemp/jute"
"793","AH","01","h","03","c","Made from silk"
"794","AH","01","h","03","d","Made from wool"
"795","AH","01","h","03","e","Made from man-made fibres"
"796","AH","01","h","04",,"Ornamental textiles"
"797","AH","01","h","05",,"Sewn/ornamented textile fabric"
"798","AH","01","i",,,"Textile manufacture"
"799","AH","01","i","01",,"Treating/processing wool"
"800","AH","01","i","02",,"Manufacture of thread/yarn"
"801","AH","01","i","03",,"Manufacture textile fabric/that which consists of"
"802","AH","01","i","03","a","Treating/processing textile fabric"
"803","AH","01","i","04",,"Sewing/ornamenting textile fabric"
"804","AH","02",,,,"Clothing"
"805","AH","02","a",,,"Parts of clothing"
"806","AH","02","b",,,"Types/styles of clothing"
"807","AH","02","b","01",,"Underwear"
"808","AH","02","b","02",,"Headwear"
"809","AH","02","b","03",,"Neck-wear"
"810","AH","02","b","04",,"Clothing for body/trunk (and limbs)"
"811","AH","02","b","05",,"Clothing for hands"
"812","AH","02","b","06",,"Clothing for legs"
"813","AH","02","b","07",,"Footwear"
"814","AH","02","b","08",,"Set/suit of clothes"
"815","AH","02","c",,,"Wearing clothing"
"816","AH","02","c","01",,"Nakedness/state of being unclothed"
"817","AH","02","d",,,"Providing with/covering with clothing"
"818","AH","02","d","01",,"Undressing/removing clothing"
"819","AH","02","e",,,"Tailoring/making clothes"
"820","AH","02","e","01",,"Making footwear"
"821","AI",,,,,"Physical sensation"
"822","AI","01",,,,"Ability to be perceived by senses"
"823","AI","02",,,,"Acuteness of physical senses"
"824","AI","03",,,,"Aberrant sensory perception"
"825","AI","04",,,,"Physical insensibility"
"826","AI","04","a",,,"Unconsciousness"
"827","AI","04","b",,,"Dullness of sense perception"
"828","AI","04","c",,,"Hypnotic state"
"829","AI","05",,,,"Sensuous pleasure"
"830","AI","05","a",,,"Physical comfort"
"831","AI","05","b",,,"Luxury/luxurious living"
"832","AI","05","c",,,"Sensuality"
"833","AI","06",,,,"Moderation in sensuous gratification"
"834","AI","07",,,,"Asceticism"
"835","AI","08",,,,"Sleeping and waking"
"836","AI","08","a",,,"Sleep"
"837","AI","08","a","01",,"Bed related to sleep/rest"
"838","AI","08","a","02",,"Dream"
"839","AI","08","a","03",,"Drowsiness"
"840","AI","08","b",,,"State of being awake/wakefulness"
"841","AI","08","c",,,"Weariness/exhaustion"
"842","AI","08","d",,,"Refreshment/invigoration"
"843","AI","09",,,,"Sexual relations"
"844","AI","09","a",,,"Sexual desire"
"845","AI","09","b",,,"Sexual relationship"
"846","AI","09","c",,,"Sexual partner"
"847","AI","09","d",,,"Sexual activity"
"848","AI","09","d","01",,"Sexual intercourse"
"849","AI","09","d","02",,"Oral sex"
"850","AI","09","d","03",,"Anal sex"
"851","AI","09","d","04",,"Masturbation"
"852","AI","09","e",,,"Types of sexual behaviour"
"853","AI","09","f",,,"Sexual orientation"
"854","AI","09","f","01",,"Heterosexuality"
"855","AI","09","f","02",,"Homosexuality"
"856","AI","09","f","03",,"Bisexuality"
"857","AI","09","f","04",,"Transsexuality"
"858","AI","09","g",,,"Virginity"
"859","AI","09","h",,,"Contraception/birth control"
"860","AI","10",,,,"Use of drugs, poison"
"861","AI","10","a",,,"Drugging a person/thing"
"862","AI","10","b",,,"Effects of drugs"
"863","AI","10","c",,,"Drug addiction/craving"
"864","AI","10","d",,,"An intoxicating drug"
"865","AI","10","e",,,"Tobacco"
"866","AI","10","e","01",,"Smoking"
"867","AI","10","f",,,"Poison/a poison"
"868","AI","11",,,,"Touch/feeling"
"869","AI","11","a",,,"Quality of being tangible"
"870","AI","11","b",,,"Touching"
"871","AI","11","b","01",,"Touching with the hand"
"872","AI","11","b","02",,"Touching with mouth/tongue"
"873","AI","11","c",,,"Sensation of being tickled"
"874","AI","12",,,,"Taste/flavour"
"875","AI","12","a",,,"Insipidity"
"876","AI","12","b",,,"Savouriness"
"877","AI","12","c",,,"Unsavouriness"
"878","AI","12","d",,,"Sweetness"
"879","AI","12","e",,,"Sourness/acidity"
"880","AI","13",,,,"Smell/odour"
"881","AI","13","a",,,"Fragrance"
"882","AI","13","b",,,"Stench"
"883","AI","14",,,,"Sight/vision"
"884","AI","14","a",,,"A look/glance"
"885","AI","14","b",,,"Seeing/looking"
"886","AI","14","c",,,"Not seeing/preventing from seeing"
"887","AI","14","d",,,"One who sees"
"888","AI","14","e",,,"Optical skills and techniques"
"889","AI","14","f",,,"Optical instruments"
"890","AI","14","f","01",,"Instrument for distant vision"
"891","AI","14","f","02",,"Magnification/magnifying instruments"
"892","AI","14","f","03",,"Instruments for observing"
"893","AI","14","f","04",,"Instruments for protecting the sight"
"894","AI","14","f","05",,"Lens"
"895","AI","14","f","06",,"Mirror"
"896","AI","14","g",,,"Types of vision"
"897","AI","14","h",,,"Thing seen"
"898","AI","14","h","01",,"Place where view obtained"
"899","AI","14","h","02",,"Optical illusion"
"900","AI","14","h","03",,"Appearance/aspect"
"901","AI","14","i",,,"Visibility"
"902","AI","14","j",,,"Invisibility"
"903","AI","15",,,,"Hearing/noise"
"904","AI","15","a",,,"Audibility"
"905","AI","15","a","01",,"Sound magnification/reproduction"
"906","AI","15","b",,,"Inaudibility"
"907","AI","15","c",,,"Degree/kind/quality of sound"
"908","AI","15","c","01",,"Loudness"
"909","AI","15","c","01","a","Roaring/bellowing"
"910","AI","15","c","02",,"Faintness/weakness"
"911","AI","15","c","03",,"Resonance/sonority"
"912","AI","15","c","03","a","Ringing sound"
"913","AI","15","c","04",,"Non-resonance"
"914","AI","15","c","05",,"Sudden/violent sound"
"915","AI","15","c","05","a","Explosive sound"
"916","AI","15","c","06",,"Sharp/hard sound"
"917","AI","15","c","07",,"Repeated sound/succession of sounds"
"918","AI","15","c","08",,"Continuous/protracted sound"
"919","AI","15","c","08","a","Sibilant sound"
"920","AI","15","c","09",,"Pleasantness of sound"
"921","AI","15","c","10",,"Unpleasant quality to sound"
"922","AI","15","c","10","a","Harsh/discordant quality"
"923","AI","15","c","10","b","Shrill quality"
"924","AI","15","c","11",,"Sound of blow/fall"
"925","AI","15","c","12",,"Sound of water"
"926","AI","15","d",,,"Voice/vocal sound"
"927","AI","15","d","01",,"Loss/lack of voice"
"928","AI","15","d","02",,"Quality of voice"
"929","AI","15","d","03",,"Cry/exclamation"
"930","AI","15","d","04",,"Loud cry/shout"
"931","AI","15","d","04","a","Cry of emotion/pain"
"932","AI","15","d","05",,"Sounds resembling animal/bird sounds"
"933","AI","15","d","06",,"Other vocal sounds"
"934","AI","16",,,,"Cleanness/dirtiness"
"935","AI","16","a",,,"Cleaning"
"936","AI","16","a","01",,"Washing"
"937","AI","16","a","01","a","Washing oneself/body"
"938","AI","16","a","01","b","Washing clothes and textile articles"
"939","AI","16","a","01","c","Washing of table utensils"
"940","AI","16","a","01","d","Washing agents"
"941","AI","16","a","02",,"Scouring/scrubbing/rubbing"
"942","AI","16","a","03",,"Wiping"
"943","AI","16","a","04",,"Polishing"
"944","AI","16","a","05",,"Brushing/sweeping"
"945","AI","16","a","06",,"Cleaning/cleanliness of the person"
"946","AI","16","a","07",,"Cleaning house"
"947","AI","16","b",,,"Freedom from impurities"
"948","AI","16","b","01",,"Removal of impurities"
"949","AI","16","c",,,"Pest control"
"950","AI","16","d",,,"Clearing of refuse matter"
"951","AI","16","e",,,"Sanitation"
"952","AI","16","e","01",,"Privy/latrine"
"953","AI","16","e","02",,"Sewers and sewage"
"954","AI","16","f",,,"Dirtiness"
"955","AI","16","f","01",,"Dirty person"
"956","AI","16","f","02",,"Dirty place"
"957","AI","16","f","03",,"Dirt"
"958","AI","16","f","03","a","Soiled condition"
"959","AI","16","f","03","b","Dirtiness/soiling with specific kinds of dirt"
"960","AI","16","f","04",,"Pollution/defilement"
"961","AI","16","f","04","a","Environmental pollution"
"962","AI","16","f","05",,"Corruption/putridness"
"963","AI","16","f","06",,"Infestation by noxious creatures"
"964","AI","16","g",,,"Refuse/rubbish"
"965","AJ",,,,,"Matter"
"966","AJ","01",,,,"Alchemy"
"967","AJ","02",,,,"Chemistry"
"968","AJ","02","a",,,"Chemistry as a science"
"969","AJ","02","a","01",,"Branches of chemistry"
"970","AJ","02","b",,,"Equipment/apparatus"
"971","AJ","02","c",,,"Chemical tests"
"972","AJ","02","d",,,"Chemical assay/analytical chemistry"
"973","AJ","02","e",,,"Valency"
"974","AJ","02","f",,,"Chemical bonding"
"975","AJ","02","g",,,"Chemical structure/stereochemistry"
"976","AJ","02","h",,,"Isomerism"
"977","AJ","02","i",,,"Chemical reactions/processes"
"978","AJ","02","j",,,"Chemical properties"
"979","AJ","02","k",,,"Ions/ionization/electrolysis"
"980","AJ","02","l",,,"Elements and compounds"
"981","AJ","02","l","01",,"Hydrogen"
"982","AJ","02","l","02",,"Metals"
"983","AJ","02","m",,,"Organic chemistry"
"984","AJ","02","m","01",,"Hydrocarbons"
"985","AJ","02","m","02",,"Alcohols"
"986","AJ","02","m","03",,"Carbohydrates"
"987","AJ","02","m","03","a","Sugars"
"988","AJ","02","m","04",,"Organic acids"
"989","AJ","02","m","05",,"Organic salts"
"990","AJ","02","m","06",,"Alkaloids"
"991","AJ","02","m","07",,"Organic compounds"
"992","AJ","02","m","08",,"Chemical processes/reactions"
"993","AJ","02","n",,,"Polymer chemistry"
"994","AJ","02","n","01",,"Resins and plastics"
